id,brand,title,title_en,title_ar,description,description_en,description_ar,usageTips,usageTips_en,usageTips_ar,customBadge,customBadge_en,customBadge_ar,category,subCategory,tags
gJF2jbQy47ZIwFQkStLZ,Venus (Collection privée),Lotion Tonique Anti-Âge à l'Acide Hyaluronique,Hyaluronic Toning Lotion,تونر مضاد للتقدم في السن بحمض الهيالورونيك,"Une lotion tonique anti-âge pour finaliser le nettoyage et préparer la peau aux soins.

Elle aide à retirer les dernières impuretés tout en apportant une sensation de fraîcheur. L'acide hyaluronique et la niacinamide soutiennent l'hydratation et l'éclat du teint.

**Pourquoi on l'aime :**
- Parfait le démaquillage.
- Prépare la peau avant sérum ou crème.
- Acide hyaluronique pour l'hydratation.
- Niacinamide pour un teint plus uniforme.

**Astuce :** applique avec un coton ou directement dans les mains, puis continue avec ton soin hydratant.","An anti-aging toner that completes cleansing and prepares skin for care.

It helps remove the last impurities while bringing a fresh feeling. Hyaluronic acid and niacinamide support hydration and complexion radiance.

**Why we love it:**
- Completes makeup removal
- Prepares skin before serum or cream
- Hyaluronic acid for hydration
- Niacinamide for a more even complexion

**Tip:**
Apply with a cotton pad or directly with your hands, then continue with your hydrating care.","تونر مضاد للتقدم في السن يكمل التنظيف ويحضّر البشرة للعناية.

يساعد على إزالة آخر الشوائب مع منح إحساس بالانتعاش. يدعم حمض الهيالورونيك والنياسيناميد الترطيب وإشراقة البشرة.

**لماذا نحبّه:**
- يكمل إزالة المكياج
- يجهز البشرة قبل السيروم أو الكريم
- حمض الهيالورونيك للترطيب
- النياسيناميد لبشرة أكثر توحداً

**نصيحة:**
طبّقيه بقطنة أو مباشرة باليدين، ثم أكملي بعنايتك المرطبة.","1. Imbiber un coton avec la lotion hydratante.
2. Appliquer sur l'ensemble du visage en évitant le contour des yeux, matin et soir.
3. Poursuivre avec votre sérum et votre crème habituelle.","1. Dampen a cotton pad with the moisturising lotion.
2. Apply all over the face, avoiding the eye area, day and night.
3. Follow with your daily serum and cream.",1. بللي قطنة باللوسيون المرطب. 2. طبّقي على كامل الوجه مع تجنب محيط العينين صباحاً ومساءً. 3. أكملي بالسيروم أو الكريم.,,,,Soins visage,Lotion,"soins_visage; lotion; tout_type; gamme_private_venus"
I4wAeaGPCO730lxH4Uih,Nour Beauty,Luxury Lip Gloss,Luxury Lip Gloss,غلوس شفاه لوكشري,"Un gloss brillant pour donner aux lèvres un effet lumineux et repulpé.

Sa texture gel glisse facilement, apporte une brillance miroir et reste confortable. Les micro-nacres captent la lumière pour donner plus de dimension aux lèvres.

**Pourquoi on l'aime :**
- Brillance intense effet miroir.
- Fini scintillant sophistiqué.
- Sensation confortable, sans effet trop collant.
- Peut se porter seul ou sur une encre à lèvres.

**Astuce :** ajoute une touche au centre des lèvres pour un effet volume plus visible.","A shiny gloss that gives lips a luminous, plumped effect.

Its gel texture glides on easily, gives mirror-like shine and stays comfortable. Fine micro-pearls catch the light to add dimension to the lips.

**Why we love it:**
- Intense mirror-shine effect
- Sophisticated sparkling finish
- Comfortable feel, not overly sticky
- Can be worn alone or over a lip tint

**Tip:**
Add a touch to the center of the lips for a more visible volume effect.","غلوس لامع يمنح الشفاه تأثيراً مضيئاً وممتلئاً.

قوامه الجل ينساب بسهولة، يمنح لمعاناً مرآتياً ويبقى مريحاً. تلتقط اللآلئ الدقيقة الضوء لتمنح الشفاه بعداً إضافياً.

**لماذا نحبّه:**
- لمعان قوي بتأثير المرآة
- لمسة لامعة راقية
- إحساس مريح وغير لاصق بشكل مزعج
- يمكن وضعه وحده أو فوق تنت الشفاه

**نصيحة:**
أضيفي لمسة في وسط الشفاه لتأثير حجم أوضح.",,,,2 teintes,2 shades,درجتان,Maquillage,Gloss,"maquillage; lèvres; gloss; glossy"
2yAa8IpYm7NJUZmwICGM,Nour Beauty,Mascara Firework,Mascara Firework,ماسكارا فايروورك,"Un mascara volume pour un regard plus ouvert et des cils bien séparés.

Sa brosse attrape même les petits cils et les déploie de la racine à la pointe. La formule noire donne de l'intensité sans faire de paquets.

**Pourquoi on l'aime :**
- Volume visible à 360°.
- Sépare les cils pour un rendu propre.
- Noir intense.
- Texture légère qui ne surcharge pas.

**Résultat :** les cils paraissent plus fournis, plus définis et le regard plus réveillé.","A volumizing mascara for a more open look and well-separated lashes.

Its brush catches even the smallest lashes and fans them out from root to tip. The black formula gives intensity without clumping.

**Why we love it:**
- Visible 360° volume
- Separates lashes for a clean result
- Intense black
- Lightweight texture that does not overload

**Result:**
Lashes look fuller, more defined and the eyes look more awake.","ماسكارا حجم لنظرة أكثر انفتاحاً ورموش مفصولة جيداً.

فرشاتها تلتقط حتى الرموش الصغيرة وتفردها من الجذر حتى الطرف. التركيبة السوداء تمنح كثافة من دون تكتل.

**لماذا نحبّها:**
- حجم واضح 360°
- تفصل الرموش لنتيجة نظيفة
- أسود مكثف
- قوام خفيف لا يثقل

**النتيجة:**
رموش تبدو أكثر كثافة وتحديداً ونظرة أكثر انتعاشاً.",,,,,,,Maquillage,Mascara,"maquillage; mascara; yeux; naturel; intense"
5FOlMlrdr4x2b7HfpuLR,Mariabeauty,Mascara Waterproof Elegance,Elegance Waterproof Mascara,ماسكارا إليغانس مقاومة للماء,"Un mascara waterproof pour donner du volume et définir les cils sans effort.

Sa brosse Max Volume attrape les cils, même les plus courts, pour les étoffer et les séparer. La formule tient bien dans la journée et résiste à l'humidité.

**Pourquoi on l'aime :**
- Volume intense dès l'application.
- Aide à allonger et séparer les cils.
- Effet éventail plus ouvert.
- Formule waterproof.

**Astuce :** applique une première couche pour définir, puis une deuxième avant séchage pour plus de volume.","A waterproof mascara that adds volume and defines lashes effortlessly.

Its Max Volume brush catches lashes, even the shortest ones, to thicken and separate them. The formula wears well during the day and resists humidity.

**Why we love it:**
- Intense volume from application
- Helps lengthen and separate lashes
- More open fan effect
- Waterproof formula

**Tip:**
Apply one coat to define, then a second before it dries for more volume.","ماسكارا مقاومة للماء تمنح حجماً وتحدد الرموش بسهولة.

فرشاة Max Volume تلتقط الرموش حتى القصيرة منها لتكثيفها وفصلها. تركيبتها تثبت جيداً خلال اليوم وتقاوم الرطوبة.

**لماذا نحبّها:**
- حجم قوي من أول تطبيق
- تساعد على إطالة وفصل الرموش
- تأثير مروحة أكثر انفتاحاً
- تركيبة مقاومة للماء

**نصيحة:**
طبّقي طبقة أولى للتحديد، ثم طبقة ثانية قبل الجفاف لمزيد من الحجم.","1. Placez la brosse à la base des cils supérieurs.
2. Étirez la matière jusqu'aux pointes en effectuant de légers mouvements de zigzag pour bien séparer les cils.
3. Appliquez une seconde couche pour un volume encore plus dramatique.
4. Pour les cils inférieurs, utilisez la pointe de la brosse pour une application précise.","1. Position the brush at the base of your upper lashes.
2. Sweep the brush upwards to the tips using a slight zigzag motion to separate each lash.
3. Apply a second coat for even more dramatic volume.
4. For lower lashes, use the tip of the brush for precise application.",1. ضعي الفرشاة عند قاعدة الرموش العلوية. 2. اسحبي حتى الأطراف بحركات زيغزاغ خفيفة للفصل. 3. أضيفي طبقة ثانية قبل الجفاف لمزيد من الحجم.,,,,Maquillage,Mascara,"maquillage; mascara; volume; yeux; intense; naturel; waterproof"
3VZbhB4LzYhIa9sXWnHV,ABUSAAD,Masque d'Argile Verte au Curcuma,Green Clay Mask with Turmeric,ماسك الطين الأخضر بالكركم,"Un masque à l'argile verte et au curcuma pour purifier les peaux à imperfections.

L'argile verte aide à absorber l'excès de sébum et à désincruster les pores. Le curcuma apporte de l'éclat, tandis que la vitamine E aide à garder une peau plus confortable.

**Pourquoi on l'aime :**
- Aide à réduire l'apparence des imperfections.
- Purifie les pores et les points noirs.
- Effet matifiant sur les zones brillantes.
- Formule avec boue de la mer Morte, curcuma et vitamine E.

**Astuce :** ne le laisse pas sécher complètement sur la peau, puis rince à l'eau tiède.","A green clay and turmeric mask to purify blemish-prone skin.

Green clay helps absorb excess sebum and clear pores. Turmeric adds radiance, while vitamin E helps keep skin more comfortable.

**Why we love it:**
- Helps reduce the look of imperfections
- Purifies pores and blackheads
- Mattifying effect on shiny areas
- Formula with Dead Sea mud, turmeric and vitamin E

**Tip:**
Do not let it dry completely on the skin, then rinse with lukewarm water.","ماسك بالطين الأخضر والكركم لتنقية البشرة المعرضة للشوائب.

يساعد الطين الأخضر على امتصاص الزهم الزائد وتنظيف المسام. يمنح الكركم إشراقة، بينما يساعد فيتامين E على إبقاء البشرة أكثر راحة.

**لماذا نحبّه:**
- يساعد على تقليل مظهر الشوائب
- ينقي المسام والرؤوس السوداء
- تأثير مطفٍ على المناطق اللامعة
- تركيبة بطين البحر الميت والكركم وفيتامين E

**نصيحة:**
لا تتركيه يجف تماماً على البشرة، ثم اشطفي بالماء الفاتر.","1. Appliquez une couche uniforme sur le visage propre.
2. Laissez agir pendant 15 à 20 minutes.
3. Rincez abondamment à l'eau tiède.
4. Utilisez idéalement 3 fois par semaine pour des résultats visibles.","1. Apply an even layer to a clean face.
2. Leave on for 15 to 20 minutes.
3. Rinse thoroughly with lukewarm water.
4. Ideally, use 3 times a week for visible results.",1. طبّقي طبقة متساوية على وجه نظيف. 2. اتركيه 15 إلى 20 دقيقة. 3. اشطفي جيداً بالماء الفاتر. 4. استخدميه حسب حاجة البشرة.,,,,Soins visage,Masque,"soins_visage; grasse; mixte; purifiant; masque"
XAQ8Ai27fAYqkcEo58T4,Kera Queen’s,Masque Kératine & Extrait de Vin (Tanin),Keratin & Wine Extract Mask (Tannin),ماسك كيراتين ومستخلص العنب - تانين,"Un masque professionnel pour renforcer les cheveux en manque de vitalité.

Sa formule à la kératine et aux tanins d'origine végétale aide à fortifier la fibre capillaire. Elle apporte hydratation, souplesse et un toucher plus doux sans alourdir les cheveux.

**Pourquoi on l'aime :**
- Tanins végétaux pour aider à renforcer la fibre.
- Kératine pour soutenir la structure du cheveu.
- Apporte souplesse et mouvement.
- Formule sans sulfate.

**Pour qui :** idéal si tes cheveux sont affaiblis, ternes ou difficiles à coiffer.","A professional mask to strengthen hair lacking vitality.

Its keratin and plant tannin formula helps fortify the hair fiber. It adds hydration, flexibility and a softer touch without weighing hair down.

**Why we love it:**
- Plant tannins help strengthen the fiber
- Keratin supports hair structure
- Adds flexibility and movement
- Sulfate-free formula

**Best for:**
Hair that feels weakened, dull or difficult to style.","ماسك احترافي لتقوية الشعر الذي يفتقد الحيوية.

تركيبته بالكيراتين والتانينات النباتية تساعد على تقوية ألياف الشعر. يمنح ترطيباً ومرونة وملمساً أنعم من دون إثقال الشعر.

**لماذا نحبّه:**
- التانينات النباتية تساعد على تقوية الشعرة
- الكيراتين يدعم بنية الشعر
- يمنح مرونة وحركة
- تركيبة خالية من السلفات

**مناسب لـ:**
الشعر الضعيف أو الباهت أو صعب التصفيف.","Après avoir lavé vos cheveux, essorez-les délicatement. Appliquez sur la longueur et les pointes. Laissez poser puis rincer abondamment.","After washing your hair, gently squeeze out excess water. Apply to the lengths and ends. Leave on for a few minutes, then rinse thoroughly.",بعد غسل الشعر، اعصريه بلطف. طبّقي على الأطوال والأطراف. اتركيه ثم اشطفي جيداً.,,,,Cheveux,Masque,"cheveux; masque; volume; tout_type; gamme_kera_tanin; fins"
lk3eW50GnwIA5bT7miBw,Kera Queen’s,"Masque Kératine, Pépins de Raisin & Grenade",Keratin Mask — Grape Seed & Pomegranate,ماسك كيراتين وبذور العنب والرمان,"Un masque professionnel pour nourrir les cheveux colorés ou méchés.

Sa formule à la kératine, aux pépins de raisin et à la grenade aide à raviver la brillance et à garder une couleur plus lumineuse. Les longueurs sont plus douces, plus souples et plus faciles à démêler.

**Pourquoi on l'aime :**
- Aide à nourrir les cheveux fragilisés par la coloration.
- Ravive les reflets ternes.
- Apporte brillance et douceur.
- Sans sulfate ni parabène.

**Astuce :** utilise-le une fois par semaine pour entretenir l'éclat de la couleur.","A professional mask to nourish color-treated or highlighted hair.

Its keratin, grape seed and pomegranate formula helps revive shine and keep color brighter. Lengths feel softer, more flexible and easier to detangle.

**Why we love it:**
- Helps nourish hair weakened by coloring
- Revives dull reflections
- Adds shine and softness
- Sulfate-free and paraben-free

**Tip:**
Use once a week to maintain color radiance.","ماسك احترافي لتغذية الشعر المصبوغ أو الميش.

تركيبته بالكيراتين وبذور العنب والرمان تساعد على إحياء اللمعان والحفاظ على لون أكثر إشراقاً. تصبح الأطوال أنعم وأكثر مرونة وأسهل في فك التشابك.

**لماذا نحبّه:**
- يساعد على تغذية الشعر المتأثر بالصبغة
- يحيي الانعكاسات الباهتة
- يمنح لمعاناً ونعومة
- خالٍ من السلفات والبارابين

**نصيحة:**
استخدميه مرة أسبوعياً للحفاظ على إشراقة اللون.","Après avoir lavé vos cheveux, essorez-les délicatement et appliquez sur les longueurs et pointes. Laissez poser puis rincer.","After washing your hair, gently squeeze out excess water and apply to the lengths and ends. Leave on for a few minutes, then rinse.",بعد غسل الشعر، اعصريه بلطف وطبّقي على الأطوال والأطراف. اتركيه ثم اشطفي.,,,,Cheveux,Masque,"cheveux; masque; gamme_kera_grenade; colorés; sans_sulfates; tout_type; brillance; hydratation; réparation"
lSIRz2IMBWYgOshXMLNd,Kera Queen’s,Masque Professionnel — Kératine & Huile de Ricin,Professional Mask — Keratin & Castor Oil,ماسك احترافي - كيراتين وزيت الخروع,"Un masque riche pour renforcer les cheveux abîmés et leur redonner de la brillance.

La kératine aide à lisser et renforcer la fibre, tandis que l'huile de ricin nourrit les longueurs. Les cheveux paraissent plus souples, plus brillants et mieux disciplinés.

**Pourquoi on l'aime :**
- Kératine pour aider à réparer les zones fragilisées.
- Huile de ricin pour nourrir et fortifier.
- Aide à lisser les frisottis.
- Formule sans sulfate.

**Résultat :** les cheveux sont plus doux, plus brillants et plus faciles à coiffer.","A rich mask that strengthens damaged hair and restores shine.

Keratin helps smooth and strengthen the fiber, while castor oil nourishes the lengths. Hair looks more supple, shinier and better disciplined.

**Why we love it:**
- Keratin helps repair weakened areas
- Castor oil nourishes and fortifies
- Helps smooth frizz
- Sulfate-free formula

**Result:**
Hair feels softer, shinier and easier to style.","ماسك غني يقوي الشعر التالف ويعيد له اللمعان.

يساعد الكيراتين على تنعيم وتقوية الشعرة، بينما يغذي زيت الخروع الأطوال. يبدو الشعر أكثر مرونة ولمعاناً وانضباطاً.

**لماذا نحبّه:**
- الكيراتين يساعد على إصلاح المناطق الضعيفة
- زيت الخروع يغذي ويقوي
- يساعد على تنعيم النفشة
- تركيبة خالية من السلفات

**النتيجة:**
شعر أنعم وأكثر لمعاناً وأسهل في التصفيف.","Après avoir lavé vos cheveux avec le shampooing, essorez-les délicatement et appliquez le masque sur la longueur et les pointes. Laissez poser 5 à 10 minutes puis rincez abondamment.","After washing your hair with shampoo, gently towel-dry it and apply the mask to the lengths and ends. Leave on for 5 to 10 minutes, then rinse thoroughly.",بعد غسل الشعر بالشامبو، اعصريه بلطف وطبّقي الماسك على الأطوال والأطراف. اتركيه 5 إلى 10 دقائق ثم اشطفي جيداً.,,,,Cheveux,Masque,"cheveux; masque; gamme_kera_secs; secs; abîmés; réparation; hydratation; anti-frisottis; brillance; lisses; ondulés; bouclés; crépus; frisés"
I2hPcZ0a6wVgzxv4JjJU,Lovea,Masque Purifiant — Argile Verte Bio,Purifying Mask — Organic Green Clay,ماسك منقٍ بالطين الأخضر العضوي,"Un masque à l'argile verte bio pour purifier les peaux grasses.

Il aide à absorber l'excès de sébum, à réduire les brillances et à rendre la peau plus nette. Sa texture onctueuse s'applique facilement pour un soin rapide à la maison.

**Pourquoi on l'aime :**
- Argile verte purifiante.
- Aide à matifier la peau.
- Peut resserrer visuellement les pores.
- Certifié bio et sans parfum.

**Astuce :** garde le masque légèrement humide pendant la pose pour éviter de trop assécher la peau.","An organic green clay mask to purify oily skin.

It helps absorb excess sebum, reduce shine and make skin look cleaner. Its creamy texture applies easily for a quick at-home treatment.

**Why we love it:**
- Purifying green clay
- Helps mattify skin
- Can visibly tighten the look of pores
- Certified organic and fragrance-free

**Tip:**
Keep the mask slightly damp while it sits to avoid over-drying skin.","ماسك بالطين الأخضر العضوي لتنقية البشرة الدهنية.

يساعد على امتصاص الزهم الزائد وتقليل اللمعان وجعل البشرة تبدو أنظف. قوامه الكريمي يطبق بسهولة لعناية سريعة في المنزل.

**لماذا نحبّه:**
- طين أخضر منقٍ
- يساعد على إطفاء اللمعان
- يمكن أن يخفف مظهر المسام
- عضوي معتمد وخالٍ من العطر

**نصيحة:**
حافظي على الماسك رطباً قليلاً أثناء الانتظار لتجنب تجفيف البشرة أكثر من اللازم.",,,,,,,Soins visage,Masque,"soins_visage; masque; grasse; éclat; purifiant"
CFYjWAHyvVmVIpf2NVgo,Polycos Paris,Masque Visage Détox au Charbon Actif,Activated Charcoal Detox Face Mask,ماسك وجه ديتوكس بالفحم النشط,"Un masque visage au charbon actif pour détoxifier et lisser la peau.

Le charbon actif aide à attirer les impuretés et l'excès de sébum. Il désincruste les pores et laisse la peau plus nette, plus fraîche et visiblement plus propre.

**Pourquoi on l'aime :**
- Charbon actif purifiant.
- Aide à nettoyer les pores en profondeur.
- Rend le grain de peau plus lisse.
- Idéal pour les peaux stressées ou sujettes aux impuretés.

**Résultat :** la peau paraît plus claire, plus propre et moins encombrée.","An activated charcoal face mask to detoxify and smooth skin.

Activated charcoal helps attract impurities and excess sebum. It clears pores and leaves skin cleaner, fresher and visibly purified.

**Why we love it:**
- Purifying activated charcoal
- Helps deep-clean pores
- Makes skin texture look smoother
- Ideal for stressed skin or skin prone to impurities

**Result:**
Skin looks clearer, cleaner and less congested.","ماسك وجه بالفحم النشط لتنقية وتنعيم البشرة.

يساعد الفحم النشط على جذب الشوائب والزهم الزائد. ينظف المسام ويترك البشرة أنقى وأنعش وأكثر نقاءً.

**لماذا نحبّه:**
- فحم نشط منقٍ
- يساعد على تنظيف المسام بعمق
- يجعل ملمس البشرة يبدو أنعم
- مثالي للبشرة المتعبة أو المعرضة للشوائب

**النتيجة:**
بشرة أوضح وأنظف وأقل انسداداً.","1. Sur une peau bien nettoyée, appliquez une fine couche sur le visage.
2. Laissez poser 3 à 5 minutes.
3. Rincez à l'eau tiède avant que le masque ne soit totalement sec.
4. Évitez le contour des yeux.","1. Apply a thin layer to a thoroughly cleansed face.
2. Leave on for 3 to 5 minutes.
3. Rinse off with lukewarm water before the mask dries out completely.
4. Avoid the eye contour area.",1. على بشرة نظيفة، طبّقي طبقة رقيقة على الوجه. 2. اتركيه 3 إلى 5 دقائق. 3. اشطفي بالماء الفاتر قبل أن يجف تماماً.,,,,Soins visage,Masque,"soins_visage; masque; purifiant; tout_type"
lBHg7p1vWRzIKV64IoFR,Dermactive,Masque Visage Nourrissant & Lissant,Nourishing & Smoothing Face Mask,ماسك وجه مغذٍ ومنعم,"Un masque nourrissant pour redonner du confort aux peaux très sèches.

Sa formule à l'huile d'argan, aux huiles précieuses, à la vitamine E et à la glycérine aide à adoucir la peau et à lisser son grain. La texture riche apporte une sensation de réconfort immédiat.

**Pourquoi on l'aime :**
- Nourrit les peaux sèches en profondeur.
- Huile d'argan pour plus de souplesse.
- Aide à lisser et adoucir la peau.
- Apporte un fini plus lumineux.

**Pour qui :** parfait si ta peau tiraille, manque de confort ou paraît terne.","A nourishing mask that restores comfort to very dry skin.

Its argan oil, precious oils, vitamin E and glycerin formula helps soften skin and smooth its texture. The rich texture brings immediate comfort.

**Why we love it:**
- Deeply nourishes dry skin
- Argan oil for extra suppleness
- Helps smooth and soften skin
- Adds a brighter finish

**Best for:**
Skin that feels tight, lacks comfort or looks dull.","ماسك مغذٍ يعيد الراحة للبشرة شديدة الجفاف.

تركيبته بزيت الأرغان والزيوت الثمينة وفيتامين E والغليسرين تساعد على تنعيم البشرة وتنعيم ملمسها. القوام الغني يمنح راحة فورية.

**لماذا نحبّه:**
- يغذي البشرة الجافة بعمق
- زيت الأرغان لمزيد من المرونة
- يساعد على تنعيم البشرة وتلطيفها
- يمنح لمسة أكثر إشراقاً

**مناسب لـ:**
البشرة التي تشعر بالشد أو تفتقد الراحة أو تبدو باهتة.","1 à 2 fois par semaine, étalez sur le visage en évitant le contour des yeux. Laissez poser 3 minutes seulement pour une efficacité optimale, puis rincez abondamment à l'eau claire.","1 to 2 times a week, spread over the face, avoiding the eye area. Leave on for only 3 minutes for optimal results, then rinse thoroughly with clean water.",مرة إلى مرتين أسبوعياً، وزّعيه على الوجه مع تجنب محيط العينين. اتركيه 3 دقائق فقط ثم اشطفي جيداً.,,,,Soins visage,Masque,"soins_visage; masque; hydratant; sèche"
Pb1yAxZL0s1bfpMfqMfm,Polycos Paris,Masque Visage Nourrissant à l'Huile d'Argan,Nourishing Argan Oil Face Mask,ماسك وجه مغذٍ بزيت الأرغان,"Un masque nourrissant à l'huile d'argan pour redonner du confort aux peaux sèches.

Sa texture onctueuse nourrit la peau et aide à lui rendre souplesse et éclat. L'huile d'argan, riche en antioxydants, apporte une sensation de peau plus douce et mieux protégée.

**Pourquoi on l'aime :**
- Nourrit intensément les peaux sèches.
- Huile d'argan pour adoucir et assouplir.
- Aide à raviver l'éclat du teint.
- Texture riche et confortable.

**Résultat :** la peau paraît plus souple, plus lumineuse et plus douce au toucher.","A nourishing argan oil mask that restores comfort to dry skin.

Its creamy texture nourishes skin and helps restore suppleness and radiance. Antioxidant-rich argan oil leaves skin feeling softer and better protected.

**Why we love it:**
- Intensely nourishes dry skin
- Argan oil softens and adds suppleness
- Helps revive complexion radiance
- Rich, comfortable texture

**Result:**
Skin looks more supple, brighter and softer to the touch.","ماسك مغذٍ بزيت الأرغان يعيد الراحة للبشرة الجافة.

قوامه الكريمي يغذي البشرة ويساعد على استعادة المرونة والإشراقة. زيت الأرغان الغني بمضادات الأكسدة يترك البشرة أنعم وأكثر حماية.

**لماذا نحبّه:**
- يغذي البشرة الجافة بعمق
- زيت الأرغان ينعم ويمنح مرونة
- يساعد على إحياء إشراقة البشرة
- قوام غني ومريح

**النتيجة:**
بشرة أكثر مرونة وإشراقاً ونعومة عند اللمس.","1. Sur une peau bien nettoyée, appliquez une fine couche sur le visage.
2. Laissez poser 3 à 5 minutes.
3. Rincez à l'eau tiède avant que le masque ne sèche complètement pour garder la peau bien hydratée.
4. Évitez le contour des yeux.","1. Apply a thin layer to a thoroughly cleansed face.
2. Leave on for 3 to 5 minutes.
3. Rinse off with lukewarm water before the mask dries completely to keep the skin well hydrated.
4. Avoid the eye contour area.",1. على بشرة نظيفة، طبّقي طبقة رقيقة على الوجه. 2. اتركيه 3 إلى 5 دقائق. 3. اشطفي بالماء الفاتر قبل أن يجف تماماً.,,,,Soins visage,Masque,"soins_visage; masque; tout_type; hydratant"
RfgVUKUqdFoXJTX9dU2j,Lactovit,Mousse Crème Hydratante Lactourea — Visage & Corps,Lactourea Moisturizing Mousse Cream — Face & Body,موس-كريم مرطب لاكتوريا للوجه والجسم,"Une mousse-crème légère pour hydrater les peaux sèches à très sèches.

Sa texture aérienne fond vite sur la peau, sans laisser de film gras. Le complexe Lactourea, avec urée et acide lactique, aide à hydrater, réparer et protéger la barrière cutanée.

**Pourquoi on l'aime :**
- Hydratation jusqu'à 24h.
- Texture mousse légère et rapide à absorber.
- Urée et acide lactique pour lisser et réparer.
- Peut s'utiliser sur le visage et le corps.

**Astuce :** parfaite quand tu veux une nutrition efficace sans attendre avant de t'habiller.","A lightweight mousse-cream that hydrates dry to very dry skin.

Its airy texture melts quickly into the skin without a greasy film. The Lactourea complex, with urea and lactic acid, helps hydrate, repair and protect the skin barrier.

**Why we love it:**
- Hydration for up to 24h
- Light mousse texture that absorbs quickly
- Urea and lactic acid to smooth and repair
- Can be used on face and body

**Tip:**
Perfect when you want effective nourishment without waiting before getting dressed.","موس-كريم خفيف يرطب البشرة الجافة إلى شديدة الجفاف.

قوامه الهوائي يذوب بسرعة على البشرة من دون طبقة دهنية. مركب Lactourea مع اليوريا وحمض اللاكتيك يساعد على الترطيب والإصلاح وحماية حاجز البشرة.

**لماذا نحبّه:**
- ترطيب حتى 24 ساعة
- قوام موس خفيف وسريع الامتصاص
- اليوريا وحمض اللاكتيك للتنعيم والإصلاح
- يمكن استخدامه على الوجه والجسم

**نصيحة:**
مثالي عندما تريدين تغذية فعالة من دون الانتظار قبل ارتداء الملابس.",Appliquer quotidiennement sur le visage et le corps. Masser délicatement jusqu'à absorption complète.,Apply daily to face and body. Massage gently until fully absorbed.,طبّقي يومياً على الوجه والجسم. دلّكي بلطف حتى الامتصاص الكامل.,,,,Soins corps,Lait corporel,"soins_corps; lait_corporel; très_sèche; hydratation; apaisant; entretenir; intense; sans_parfum"
iSVxdDdzc9saBFSacH3y,Lactovit,Mousse Crème Hydratante Original — Lait & Vitamines,Original Moisturizing Mousse Cream — Milk & Vitamins,موس-كريم مرطب أوريجينال بالحليب والفيتامينات,"Une mousse-crème hydratante pour nourrir la peau avec une texture très légère.

Elle apporte les bienfaits du lait et des vitamines dans une formule qui fond rapidement. La peau reste douce, souple et délicatement parfumée, sans fini gras.

**Pourquoi on l'aime :**
- Texture mousse qui pénètre vite.
- Complexe Protein Calcium pour renforcer la barrière cutanée.
- Vitamines A, B et C pour accompagner l'éclat de la peau.
- Utilisable sur visage et corps.

**Résultat :** la peau est hydratée, confortable et prête à être habillée rapidement.","A hydrating mousse-cream that nourishes skin with a very lightweight texture.

It brings the benefits of milk and vitamins in a fast-melting formula. Skin stays soft, supple and delicately scented, with no greasy finish.

**Why we love it:**
- Fast-absorbing mousse texture
- Protein Calcium complex to strengthen the skin barrier
- Vitamins A, B and C to support radiance
- Can be used on face and body

**Result:**
Skin feels hydrated, comfortable and ready to get dressed quickly.","موس-كريم مرطب يغذي البشرة بقوام خفيف جداً.

يمنح فوائد الحليب والفيتامينات في تركيبة تذوب بسرعة. تبقى البشرة ناعمة ومرنة ومعطرة بخفة من دون لمسة دهنية.

**لماذا نحبّه:**
- قوام موس سريع الامتصاص
- مركب Protein Calcium لتقوية حاجز البشرة
- فيتامينات A وB وC لدعم الإشراقة
- يمكن استخدامه على الوجه والجسم

**النتيجة:**
بشرة مرطبة ومريحة وجاهزة للملابس بسرعة.",Appliquer quotidiennement sur le visage et le corps. Masser délicatement jusqu'à absorption complète.,Apply daily to face and body. Massage gently until fully absorbed.,طبّقي يومياً على الوجه والجسم. دلّكي بلطف حتى الامتصاص الكامل.,,,,Soins corps,Lait corporel,"soins_corps; lait_corporel; normale; sèche; hydratation; apaisant; entretenir; sans_parfum; moyen"
